epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,39794.4,0.78706,0.50027,1.12472,0.72698,0.73427,0.73028,0.50417,1.30752,0.73969,1.49554,0.000892,0.000892,0.000892
186,40006.8,0.78628,0.49741,1.12156,0.72681,0.73352,0.729,0.50287,1.30849,0.74164,1.49773,0.0008425,0.0008425,0.0008425
187,40219.2,0.78336,0.49408,1.12272,0.7271,0.73143,0.72998,0.50416,1.30988,0.74381,1.49989,0.000793,0.000793,0.000793
188,40431.7,0.77737,0.49211,1.12253,0.72797,0.73237,0.72959,0.5038,1.31097,0.74573,1.50202,0.0007435,0.0007435,0.0007435
189,40644.3,0.77497,0.48684,1.11823,0.72708,0.73222,0.72976,0.50394,1.31265,0.74774,1.50483,0.000694,0.000694,0.000694
190,40856.7,0.77105,0.48571,1.11906,0.72515,0.73148,0.72929,0.50402,1.31387,0.75061,1.5074,0.0006445,0.0006445,0.0006445
191,41101.9,0.6662,0.27563,1.04719,0.72394,0.73218,0.72858,0.50254,1.31441,0.75274,1.50894,0.000595,0.000595,0.000595
192,41317.7,0.65083,0.26731,1.03592,0.72268,0.73303,0.72894,0.50248,1.31526,0.75547,1.5111,0.0005455,0.0005455,0.0005455
193,41532.6,0.64018,0.26205,1.03007,0.72019,0.73505,0.7288,0.50258,1.31666,0.75753,1.51389,0.000496,0.000496,0.000496
194,41747.5,0.63124,0.26015,1.02531,0.75792,0.69783,0.72887,0.50198,1.31825,0.76042,1.51667,0.0004465,0.0004465,0.0004465
195,41961.9,0.62496,0.25777,1.02233,0.75865,0.69736,0.72843,0.50192,1.3186,0.763,1.51887,0.000397,0.000397,0.000397
196,42173.2,0.61734,0.25456,1.01781,0.75862,0.69756,0.72848,0.50143,1.31936,0.76663,1.5215,0.0003475,0.0003475,0.0003475
197,42383.3,0.60769,0.25202,1.01047,0.76174,0.6962,0.72887,0.50112,1.32009,0.76976,1.52402,0.000298,0.000298,0.000298
198,42593.2,0.60784,0.25089,1.01186,0.76417,0.69668,0.72895,0.50112,1.32082,0.77269,1.52672,0.0002485,0.0002485,0.0002485
199,42803.3,0.59831,0.24771,1.0062,0.77053,0.68975,0.72912,0.50152,1.32128,0.77614,1.5293,0.000199,0.000199,0.000199
200,43018.5,0.59558,0.2461,1.00342,0.7705,0.68765,0.72768,0.5007,1.32227,0.77888,1.53233,0.0001495,0.0001495,0.0001495
